rank,nome,instituicao,titulacao,linhas_pesquisa,pontuacao_PA,classificacao_PA,pontuacao_S,classificacao_S,pontuacao_C,classificacao_C,pontuacao_F,classificacao_F,pontuacao_media,PA_PA1,PA_PA2,PA_PA3,PA_PA4,S_S1,S_S2,S_S3,C_C1,C_C2,C_C3,C_C4,C_C5,F_F1,F_F2,F_F3,F_F4,N_N1,N_N2,classificacao_final,justificativa_classificacao,curriculo_lattes,arquivo_origem,timestamp
42,Hamilton Brandão Varela de Albuquerque,Universidade de São Paulo (USP) - Instituto de Química de São Carlos (IQSC),Professor Doutor,"Gestão de Qualidade em Laboratórios, ISO/IEC 17025, BPL, Validação de métodos, Estimativa de incerteza, Cartas de Controle, Produção de Materiais de Referência, Ensaios de Proficiência, Acreditação de processos de amostragem na área ambiental, Cromatografia, Técnicas de Preparo de Amostras.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Hamilton_Brandão_Varela_de_Albuquerque_20250907_130258.json,2025-09-23T14:19:15.781068
43,Daniel Rodrigues Cardoso,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Química de Alimentos, Fotoquímica e Química Inorgânica; metabolômica por RMN, métodos de separação, química redox, e técnicas espectroscopicas tais como laser flash photolysis, EPR, espectrometria de massas, RAMAN, e stopped-flow.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Daniel_Rodrigues_Cardoso_20250907_130258.json,2025-09-23T14:19:05.778207
44,Maria Eugenia Queiroz Nassur,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Padronização de Métodos Cromatográficos para Análise de Fármacos em Fluidos Biológicos; Técnicas Miniaturizadas de Preparo de Amostras; Desenvolvimento de Fases Extratoras; Automação de Sistemas Analíticos; Validação Analítica.,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Maria_Eugenia_Queiroz_Nassur_20250907_130258.json,2025-09-23T14:19:15.781401
45,Elisabete Frollini,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado 3,Síntese e aplicações de derivados de celulose e outros polímeros naturais; Compósitos de matriz polimérica reforçados com fibras lignocelulósicas; Utilização de matéria-prima de fontes renováveis na preparação de polímeros; Eletrofiação (electrospinning).,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Elisabete_Frollini_20250907_130258.json,2025-09-23T14:18:35.762688
46,Pietro Ciancaglini,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Obtenção, solubilização, isolamento/purificação e reconstituição de proteínas de membrana em sistemas lipossomais; Investigação do papel das vesículas extracelulares (VEs) na iniciação, propagação, regeneração e modelagem da mineralização biológica.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Pietro_Ciancaglini_20250907_130258.json,2025-09-23T14:18:35.762963
47,Artur de Jesus Motheo,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Titular,"Eletroquímica, tratamento de água, degradação de poluentes.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Artur_de_Jesus_Motheo_20250907_130258.json,2025-09-23T14:19:05.779377
48,Milton Groppo Junior,"Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP-USP)",Professor Titular,"Sistemática de Espermatófitas; taxonomia, filogenia e florística; Rutaceae e Aquifoliaceae.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Milton_Groppo_Junior_20250907_130258.json,2025-09-23T14:18:45.768215
49,Igor Renato Bertoni Olivares,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Doutor,"Gestão de Qualidade em Laboratórios, ISO/IEC 17025, BPL, Validação de métodos, Estimativa de incerteza, Cartas de Controle, Produção de Materiais de Referência, Ensaios de Proficiência, Acreditação de processos de amostragem na área ambiental, Cromatografia, Técnicas de Preparo de Amostras.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Igor_Renato_Bertoni_Olivares_20250907_130258.json,2025-09-23T14:18:35.763204
50,Janete Harumi Yariwake,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular (MS-6),"Química de Produtos Naturais (Análise Fitoquímica), cromatografia líquida, preparo de amostras, flavonóides, alcalóides, plantas medicinais, plantas alimentícias, pesticidas e contaminantes orgânicos ambientais.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Janete_Harumi_Yariwake_20250907_130258.json,2025-09-23T14:18:35.763533
51,Anderson Rodrigo Moraes de Oliveira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado 1,"Química Analítica, separação estereosseletiva de praguicidas, fármacos e metabólitos por cromatografia líquida de alta eficiência (HPLC) e eletroforese capilar, validação de métodos analíticos, desenvolvimento de técnicas miniaturizadas de preparo de amostras e estudos de metabolismo in vitro. Desen",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Anderson_Rodrigo_Moraes_de_Oliveira_20250907_130258.json,2025-09-23T14:18:35.761300
52,Marcelo Firmino de Oliveira,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Docente,Química Forense; Eletrodos quimicamente modificados; Empreendedorismo em química; Eletroanalítica.,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Marcelo_Firmino_de_Oliveira_20250907_130258.json,2025-09-23T14:18:35.761637
53,Stanislau Bogusz Junior,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor,"Desenvolvimento de métodos analíticos para questões relacionadas ao sabor, qualidade e aspectos de saúde dos componentes dos alimentos; síntese e caracterização físico-química de solventes eutéticos profundos naturais (NADES) para extração de compostos bioativos de resíduos agroindustriais.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Stanislau_Bogusz_Junior_20250907_130258.json,2025-09-23T14:20:15.811238
54,Álvaro José dos Santos Neto,Universidade de São Paulo,Professor Associado 2,"Ciências da Separação; Desenvolvimento e Utilização de Estratégias Modernas para o Preparo e Análise de Amostras Ambientais, Biológicas, Farmacêuticas, e de Alimentos; Técnicas Modernas de Preparo de Amostras; Cromatografia-Espectrometria de Massas; Cromatografia Líquida Miniaturizada; Análise de Fá",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Álvaro_José_dos_Santos_Neto_20250907_130258.json,2025-09-23T14:19:55.795449
55,Ricardo Vessecchi Lourenço,"Universidade de São Paulo. Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Doutor em RDIDP,Termoquímica computacional; Reatividade e mecanismo de fragmentação de moléculas orgânicas em fase gasosa; Espectrometria de massas; Aplicação da química computacional em processos químicos relacionados à espectrometria de massas e interpretação de métodos espectroscópicos.,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Ricardo_Vessecchi_Lourenço_20250907_130258.json,2025-09-23T14:20:05.806646
56,Antonio Eduardo Miller Crotti,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente,"Espectrometria de Massas, Química de Produtos Naturais e Química Orgânica.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Antonio_Eduardo_Miller_Crotti_20250907_130258.json,2025-09-23T14:20:15.809548
57,Jose Mauricio Rosolen,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente em Físico-Química; Associado III,"Físico-química de materiais; baterias de íons de lítio (Li) e sódio (Na), supercapacitores, filtros, reforço mecânico, tecidos de fibra de carbono, sensores; modificações de eletrodos para H2, novos designs de eletrodos para Li e Na, membranas de separação de CO2 e a produção eletroquímica de esfera",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Jose_Mauricio_Rosolen_20250907_130258.json,2025-09-23T14:20:25.812342
58,Bruno Spinosa de Martinis,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado 3,"Química Analítica Forense, desenvolvimento de métodos analíticos para drogas de abuso, toxicologia forense.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Bruno_Spinosa_de_Martinis_20250907_130258.json,2025-09-23T14:19:35.789701
59,Germano Tremiliosi Filho,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,"Química, Físico-Química, Eletroquímica, Materiais; Eletrocatálise, ciência de superfície, ciência de materiais, corrosão; eletrooxidação de CO, metanol, etanol e glicerol; modificação de superfícies monocristalinas; geração de hidrogênio; células a combustível; corrosão; fotoeletrocatálise; biomater",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Germano_Tremiliosi_Filho_20250907_130258.json,2025-09-23T14:19:25.786340
60,Vitor Hugo Polisel Pacces,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor e Pesquisador,"Desenvolvimento de ferramentas computacionais para sistemas de gestão da qualidade e química; Sistemas de Gestão da Qualidade em laboratórios, com ênfase em temas como: Boas Práticas de Laboratório (BPL), ISO/IEC 17025, validação de metodologias analíticas, desenvolvimento de ferramentas para químic",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Vitor_Hugo_Polisel_Pacces_20250907_130258.json,2025-09-23T14:19:35.788773
61,Juliana Cancino Bernardi,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Doutora,"Aplicação de técnicas analíticas em Nanomedicina; desenvolvimento de nanopartículas teranósticas, sistemas de entrega de medicamento, sensores e biossensores eletroquímicos.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Juliana_Cancino_Bernardi_20250907_130258.json,2025-09-23T14:18:45.767679
62,Roberto Gomes de Souza Berlinck,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,Química e biologia do metabolismo secundário de organismos vivos (invertebrados marinhos e micro-organismos); Descoberta de moléculas biológicas bioativas; Biossíntese e síntese de metabólitos secundários; Biotecnologia marinha e microbiana.,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Roberto_Gomes_de_Souza_Berlinck_20250907_130258.json,2025-09-23T14:19:25.786112
63,Rafael Martos Buoro,Universidade de São Paulo,Professor Doutor,Química Analítica; Sensores Eletroquímicos Biomiméticos; Biossensores Eletroquímicos; Sustentabilidade em Eletroanálise; Solventes Eutéticos Profundos Naturais,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Rafael_Martos_Buoro_20250907_130258.json,2025-09-23T14:20:15.810638
64,Annie Schmaltz Hsiou,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Annie_Schmaltz_Hsiou_20250907_130258.json,2025-09-23T14:19:15.782547
65,Emerson Ricardo Pansarin,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor,"Biologia Floral e Reprodutiva, Taxonomia Vegetal, Filogenia e Evolução, polinização, biologia floral e biologia reprodutiva de orquídeas (Vanilloideae e Epidendroideae), sistemática e evolução dos sistemas de polinização de Orchidaceae (Vanilloideae e Epidendroideae), inventário florístico de orquíd",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Emerson_Ricardo_Pansarin_20250907_130258.json,2025-09-23T14:19:15.781614
66,Eduardo Andrade Botelho de Almeida,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Taxonomia e sistemática de abelhas; Morfologia de insetos; Biogeografia histórica; Estudos filogenéticos utilizando dados moleculares e morfológicos.,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Eduardo_Andrade_Botelho_de_Almeida_20250907_130258.json,2025-09-23T14:19:15.781831
67,Laudemir Carlos Varanda,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado (Livre-Docente),"Nanopartículas metálicas, dispersões coloidais, tamanho e forma de partículas, distribuição de tamanho, estabilidade de colóides, materiais magnéticos, propriedades magnéticas e estruturais, materiais magnéticos para biomedicina.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Laudemir_Carlos_Varanda_20250907_130258.json,2025-09-23T14:19:05.779592
68,Wagner Ferreira dos Santos,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Bioquímica, Neuroquímica e Neurofarmacologia, com foco em compostos neuroativos de venenos de aranhas e vespas sociais, sistemas glutamatérgico e GABAérgico; Conservação de primatas do gênero Alouatta.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Wagner_Ferreira_dos_Santos_20250907_130258.json,2025-09-23T14:19:15.780524
69,Carlos Alberto Montanari,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Carlos_Alberto_Montanari_20250907_130258.json,2025-09-23T14:18:55.773316
70,Carlos Alberto Garofalo,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Sênior,Abelhas e vespas solitárias; Estrutura de comunidades; Nidificação; Ninhos-armadilha; Comportamento animal.,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Carlos_Alberto_Garofalo_20250907_130258.json,2025-09-23T14:18:35.762065
71,Paulo Olivi,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Eletrocatálise, células a combustível, tratamento eletroquímico de efluentes e preparação de novos materiais eletrocatalíticos.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Paulo_Olivi_20250907_130258.json,2025-09-23T14:18:45.765461
72,Juarez Lopes Ferreira da Silva,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Ciência Computacional de Materiais e Química; métodos de primeiros princípios (ab initio) com base na Teoria do Funcional da Densidade; estudo de superfícies metálicas, adsorção molecular, óxidos, semicondutores, clusters, nanopartículas; desenvolvimento de algoritmos para a otimização global da est",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Juarez_Lopes_Ferreira_da_Silva_20250907_130258.json,2025-09-23T14:18:35.764152
73,José Carlos Toledo Junior,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Química Inorgânica Biológica; investigação do ferro lábil celular (LIP), (metalo)enzimas e Química Biológica e Bioquímica de óxido nítrico (NO) e às espécies reativas de oxigênio e nitrogênio; papel antioxidante do LIP contra o peroxinitrito e suas implicações biológicas; identificação da natureza m",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_José_Carlos_Toledo_Junior_20250907_130258.json,2025-09-23T14:18:45.766977
74,Tomas Ferreira Domingues,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",,"Ecologia, ecofisiologia vegetal; funcionamento de ecossistemas tropicais, produtividade primária e ciclos biogeoquímicos; controle exercido pela vegetação sobre os ciclos de carbono, nitrogênio e água.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Tomas_Ferreira_Domingues_20250907_130258.json,2025-09-23T14:18:45.766668
75,Luiz Henrique Vieira,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Doutor,"Ciência dos Materiais; Catálise Heterogênea; Desenvolvimento de catalisadores; Conversão de CH4, CO2 e CO; Adsorventes catalíticos inorgânicos; Captura e conversão de CO2.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Luiz_Henrique_Vieira_20250907_130258.json,2025-09-23T14:18:45.767379
76,Fritz Cavalcante Huguenin,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre-Docente,"Físico-Química, Eletroquímica, Máquinas Ácido-Base, Catalisadores para Baterias de Lítio-ar, Blue Energy.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Fritz_Cavalcante_Huguenin_20250907_130258.json,2025-09-23T14:18:45.767999
77,Max Cardoso Langer,"Universidade de São Paulo, campus de Ribeirão Preto",Professor Titular,"Triássico, Dinosauria, Filogenia, Chelonii, Rhynchosauria, Crocodyliformes e Bioestratigrafia.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Max_Cardoso_Langer_20250907_130258.json,2025-09-23T14:19:05.778941
78,Luiz Henrique Mazo,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC-USP)",Professor Doutor,"Eletroanalítica; Desenvolvimento e automação de instrumentação analítica; Desenvolvimento de metodologias analíticas aplicadas a pesticidas, fármacos e outras substâncias de interesse biológico.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Luiz_Henrique_Mazo_20250907_130258.json,2025-09-23T14:18:55.772957
79,Albérico Borges Ferreira da Silva,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Titular,"Química Quântica, Química Medicinal.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Albérico_Borges_Ferreira_da_Silva_20250907_130258.json,2025-09-23T14:18:55.772759
80,Benedito dos Santos Lima Neto,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Doutor,"Química de coordenação, catálise homogênea, metátese de olefinas, polímeros híbridos, redes metalo-orgânicas (MOFs).",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Benedito_dos_Santos_Lima_Neto_20250907_130258.json,2025-09-23T14:18:55.772106
81,Resumo das Linhas de Pesquisa,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Resumo_das_Linhas_de_Pesquisa_20250907_130258.json,2025-09-23T14:19:05.777732
82,Antonio Carlos Roveda Júnior,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor,"Química Inorgânica, com ênfase em ativação de pequenas moléculas; Química Inorgânica e Eletroquímica, com ênfase na reatividade de pequenas moléculas, como óxido nítrico (NO), oxigênio molecular (O2) e dióxido de carbono (CO2); Desenvolvimento de materiais à base de amido, focando na aplicação de fi",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Antonio_Carlos_Roveda_Júnior_20250907_130258.json,2025-09-23T14:18:55.773532
