rank,nome,instituicao,titulacao,linhas_pesquisa,pontuacao_PA,classificacao_PA,pontuacao_S,classificacao_S,pontuacao_C,classificacao_C,pontuacao_F,classificacao_F,pontuacao_media,PA_PA1,PA_PA2,PA_PA3,PA_PA4,S_S1,S_S2,S_S3,C_C1,C_C2,C_C3,C_C4,C_C5,F_F1,F_F2,F_F3,F_F4,N_N1,N_N2,classificacao_final,justificativa_classificacao,curriculo_lattes,arquivo_origem,timestamp
42,Joana de Jesus de Andrade,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,Ensino de ciências (epistemologia) e desenvolvimento humano (neuropsicologia).,0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Joana_de_Jesus_de_Andrade_20250907_130258.json,2025-09-22T14:43:30.424307
43,Yassuko Iamamoto,Universidade de São Paulo,Professor Titular Colaborador Sênior,Química Bio-Inorgânica; Porfirinas; Metaloporfirinas (MeP); MeP imobilizados em sílicas mesoporosas; Catálise biomimética; Metabolismo oxidativo de fármacos; Substâncias bioativas; Pesticidas; Pedagogia universitária.,0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Yassuko_Iamamoto_20250907_130258.json,2025-09-22T14:43:30.423964
44,Sergio Emanuel Galembeck,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Doutor 2,"Química quântica molecular e ligação química; Ligações de hidrogênio; Interações entre anéis aromáticos (""stacking""); Ligações intermoleculares; Aromaticidade; Química quântica computacional para o ensino universitário.",0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Sergio_Emanuel_Galembeck_20250907_130258.json,2025-09-22T14:43:34.444917
45,Flávio Alicino Bockmann,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Livre Docente,"Filogenia e anatomia comparada de vertebrados viventes e fósseis; aspectos filosóficos, teóricos, históricos e políticos da ciência, especialmente da taxonomia e da sistemática filogenética.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Flávio_Alicino_Bockmann_20250907_130258.json,2025-09-22T14:43:46.500869
46,Lilian Al-chueyr Pereira Martins,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,"História das Ciências da Vida, História da Genética e Evolução, Filosofia da Biologia, aplicações da História e Filosofia da Biologia ao Ensino de Ciências.",0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Lilian_Al-chueyr_Pereira_Martins_20250907_130258.json,2025-09-22T14:43:46.501071
47,Márcia Andreia Mesquita Silva da Veiga,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Associada,"Técnicas espectroanalíticas para determinação isotópica e elementar; procedimentos de preparação de amostras; detecção e quantificação de nanomateriais e suas implicações toxicológicas; ensaios de bioacessibilidade (gástrica, pulmonar e dérmica) em alimentos e solos; análise e detecção de microtraço",0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Márcia_Andreia_Mesquita_Silva_da_Veiga_20250907_130258.json,2025-09-22T14:43:47.505611
48,Miguel Joaquim Dabdoub Paz,"Universidade de São Paulo, Campus de Ribeirão Preto",Professor Associado e Pesquisador,"Biodiesel, bioquerosene e bioJet fuel; teluretos vinílicos; transmetalação; transesterificação; teluroacetilenos e telurobutadienos; combustíveis e biocombustíveis; tecnologia e conseqüências dos seus usos.",0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Miguel_Joaquim_Dabdoub_Paz_20250907_130258.json,2025-09-22T14:43:43.488770
49,Salete Linhares Queiroz,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professora Livre-Docente,Educação em Química; Linguagem e cognição; Tecnologias digitais de informação e comunicação; Estado da arte no ensino de química.,0.0,BAIXA,0.0,BAIXA,2.0,BAIXA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Salete_Linhares_Queiroz_20250907_130258.json,2025-09-22T14:43:39.467661
50,Joelma Perez,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Docente,"Eletroquímica e Energias Renováveis; eletrocatálise e desenvolvimento de células a combustível; células a combustível de baixa e alta temperatura e às reações de oxidação de amônia, etanol e ureia, além da redução de nitrogênio e nitrato; produção sustentável de hidrogênio.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Joelma_Perez_20250907_130258.json,2025-09-22T14:43:39.467077
51,Ana Cláudia Kasseboehmer,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Docente Associada-1,"Divulgação Científica, Abordagem investigativa no Ensino de Ciências e Formação inicial e continuada de professores.",0.0,BAIXA,0.0,BAIXA,2.0,MODERADA,0.0,BAIXA,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.5, poucas categorias relevantes",,FAPESP_Ana_Cláudia_Kasseboehmer_20250907_130258.json,2025-09-22T14:43:36.455471
52,Daniel Rodrigues Cardoso,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Química de Alimentos, Fotoquímica e Química Inorgânica; metabolômica por RMN, métodos de separação, química redox, e técnicas espectroscopicas tais como laser flash photolysis, EPR, espectrometria de massas, RAMAN, e stopped-flow.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Daniel_Rodrigues_Cardoso_20250907_130258.json,2025-09-22T14:43:32.435103
53,Stanislau Bogusz Junior,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor,"Desenvolvimento de métodos analíticos para questões relacionadas ao sabor, qualidade e aspectos de saúde dos componentes dos alimentos; síntese e caracterização físico-química de solventes eutéticos profundos naturais (NADES) para extração de compostos bioativos de resíduos agroindustriais.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Stanislau_Bogusz_Junior_20250907_130258.json,2025-09-22T14:43:47.505843
54,Rafael Martos Buoro,Universidade de São Paulo,Professor Doutor,Química Analítica; Sensores Eletroquímicos Biomiméticos; Biossensores Eletroquímicos; Sustentabilidade em Eletroanálise; Solventes Eutéticos Profundos Naturais,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Rafael_Martos_Buoro_20250907_130258.json,2025-09-22T14:43:47.505010
55,Álvaro José dos Santos Neto,Universidade de São Paulo,Professor Associado 2,"Ciências da Separação; Desenvolvimento e Utilização de Estratégias Modernas para o Preparo e Análise de Amostras Ambientais, Biológicas, Farmacêuticas, e de Alimentos; Técnicas Modernas de Preparo de Amostras; Cromatografia-Espectrometria de Massas; Cromatografia Líquida Miniaturizada; Análise de Fá",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Álvaro_José_dos_Santos_Neto_20250907_130258.json,2025-09-22T14:43:43.488174
56,Luiz Henrique Vieira,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Doutor,"Ciência dos Materiais; Catálise Heterogênea; Desenvolvimento de catalisadores; Conversão de CH4, CO2 e CO; Adsorventes catalíticos inorgânicos; Captura e conversão de CO2.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Luiz_Henrique_Vieira_20250907_130258.json,2025-09-22T14:43:29.418310
57,Luiz Henrique Mazo,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC-USP)",Professor Doutor,"Eletroanalítica; Desenvolvimento e automação de instrumentação analítica; Desenvolvimento de metodologias analíticas aplicadas a pesticidas, fármacos e outras substâncias de interesse biológico.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Luiz_Henrique_Mazo_20250907_130258.json,2025-09-22T14:43:31.428782
58,Juliana Cancino Bernardi,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professora Doutora,"Aplicação de técnicas analíticas em Nanomedicina; desenvolvimento de nanopartículas teranósticas, sistemas de entrega de medicamento, sensores e biossensores eletroquímicos.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Juliana_Cancino_Bernardi_20250907_130258.json,2025-09-22T14:43:29.418651
59,Anderson Rodrigo Moraes de Oliveira,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado 1,"Química Analítica, separação estereosseletiva de praguicidas, fármacos e metabólitos por cromatografia líquida de alta eficiência (HPLC) e eletroforese capilar, validação de métodos analíticos, desenvolvimento de técnicas miniaturizadas de preparo de amostras e estudos de metabolismo in vitro. Desen",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Anderson_Rodrigo_Moraes_de_Oliveira_20250907_130258.json,2025-09-22T14:43:26.408619
60,Marcelo Firmino de Oliveira,"Universidade de São Paulo (USP), Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Docente,Química Forense; Eletrodos quimicamente modificados; Empreendedorismo em química; Eletroanalítica.,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Marcelo_Firmino_de_Oliveira_20250907_130258.json,2025-09-22T14:43:26.409362
61,Janete Harumi Yariwake,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular (MS-6),"Química de Produtos Naturais (Análise Fitoquímica), cromatografia líquida, preparo de amostras, flavonóides, alcalóides, plantas medicinais, plantas alimentícias, pesticidas e contaminantes orgânicos ambientais.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Janete_Harumi_Yariwake_20250907_130258.json,2025-09-22T14:43:27.412021
62,Maria Eugenia Queiroz Nassur,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Padronização de Métodos Cromatográficos para Análise de Fármacos em Fluidos Biológicos; Técnicas Miniaturizadas de Preparo de Amostras; Desenvolvimento de Fases Extratoras; Automação de Sistemas Analíticos; Validação Analítica.,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Maria_Eugenia_Queiroz_Nassur_20250907_130258.json,2025-09-22T14:43:34.445637
63,Artur de Jesus Motheo,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Titular,"Eletroquímica, tratamento de água, degradação de poluentes.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Artur_de_Jesus_Motheo_20250907_130258.json,2025-09-22T14:43:33.440188
64,Ricardo Vessecchi Lourenço,"Universidade de São Paulo. Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Doutor em RDIDP,Termoquímica computacional; Reatividade e mecanismo de fragmentação de moléculas orgânicas em fase gasosa; Espectrometria de massas; Aplicação da química computacional em processos químicos relacionados à espectrometria de massas e interpretação de métodos espectroscópicos.,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Ricardo_Vessecchi_Lourenço_20250907_130258.json,2025-09-22T14:43:45.495307
65,Germano Tremiliosi Filho,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,"Química, Físico-Química, Eletroquímica, Materiais; Eletrocatálise, ciência de superfície, ciência de materiais, corrosão; eletrooxidação de CO, metanol, etanol e glicerol; modificação de superfícies monocristalinas; geração de hidrogênio; células a combustível; corrosão; fotoeletrocatálise; biomater",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Germano_Tremiliosi_Filho_20250907_130258.json,2025-09-22T14:43:37.458221
66,Vitor Hugo Polisel Pacces,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor e Pesquisador,"Desenvolvimento de ferramentas computacionais para sistemas de gestão da qualidade e química; Sistemas de Gestão da Qualidade em laboratórios, com ênfase em temas como: Boas Práticas de Laboratório (BPL), ISO/IEC 17025, validação de metodologias analíticas, desenvolvimento de ferramentas para químic",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Vitor_Hugo_Polisel_Pacces_20250907_130258.json,2025-09-22T14:43:38.463189
67,Roberto Gomes de Souza Berlinck,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Titular,Química e biologia do metabolismo secundário de organismos vivos (invertebrados marinhos e micro-organismos); Descoberta de moléculas biológicas bioativas; Biossíntese e síntese de metabólitos secundários; Biotecnologia marinha e microbiana.,1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Roberto_Gomes_de_Souza_Berlinck_20250907_130258.json,2025-09-22T14:43:37.457912
68,Maria Lúcia Arruda de Moura Campos,Universidade de São Paulo - Ribeirão Preto,Professora Associada,"Oceanografia Química, Química Analítica, Química da Atmosfera, Educação em Química, Química da atmosfera de região canavieira impactada pela queima de biomassa, políticas públicas para setores de transporte e agrícola.",1.6666666666666665,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.41666666666666663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.4, poucas categorias relevantes",,FAPESP_Maria_Lúcia_Arruda_de_Moura_Campos_20250907_130258.json,2025-09-22T14:43:38.462396
69,Paulo Olivi,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Titular,"Eletrocatálise, células a combustível, tratamento eletroquímico de efluentes e preparação de novos materiais eletrocatalíticos.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Paulo_Olivi_20250907_130258.json,2025-09-22T14:43:28.413343
70,Juarez Lopes Ferreira da Silva,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado,"Ciência Computacional de Materiais e Química; métodos de primeiros princípios (ab initio) com base na Teoria do Funcional da Densidade; estudo de superfícies metálicas, adsorção molecular, óxidos, semicondutores, clusters, nanopartículas; desenvolvimento de algoritmos para a otimização global da est",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Juarez_Lopes_Ferreira_da_Silva_20250907_130258.json,2025-09-22T14:43:27.412418
71,Carlos Alberto Garofalo,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Sênior,Abelhas e vespas solitárias; Estrutura de comunidades; Nidificação; Ninhos-armadilha; Comportamento animal.,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Carlos_Alberto_Garofalo_20250907_130258.json,2025-09-22T14:43:26.409802
72,Annie Schmaltz Hsiou,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Annie_Schmaltz_Hsiou_20250907_130258.json,2025-09-22T14:43:35.450304
73,Emerson Ricardo Pansarin,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor,"Biologia Floral e Reprodutiva, Taxonomia Vegetal, Filogenia e Evolução, polinização, biologia floral e biologia reprodutiva de orquídeas (Vanilloideae e Epidendroideae), sistemática e evolução dos sistemas de polinização de Orchidaceae (Vanilloideae e Epidendroideae), inventário florístico de orquíd",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Emerson_Ricardo_Pansarin_20250907_130258.json,2025-09-22T14:43:34.445938
74,Eduardo Andrade Botelho de Almeida,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,Taxonomia e sistemática de abelhas; Morfologia de insetos; Biogeografia histórica; Estudos filogenéticos utilizando dados moleculares e morfológicos.,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Eduardo_Andrade_Botelho_de_Almeida_20250907_130258.json,2025-09-22T14:43:35.449576
75,Laudemir Carlos Varanda,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor Associado (Livre-Docente),"Nanopartículas metálicas, dispersões coloidais, tamanho e forma de partículas, distribuição de tamanho, estabilidade de colóides, materiais magnéticos, propriedades magnéticas e estruturais, materiais magnéticos para biomedicina.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Laudemir_Carlos_Varanda_20250907_130258.json,2025-09-22T14:43:33.440511
76,Wagner Ferreira dos Santos,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",Professor Associado,"Bioquímica, Neuroquímica e Neurofarmacologia, com foco em compostos neuroativos de venenos de aranhas e vespas sociais, sistemas glutamatérgico e GABAérgico; Conservação de primatas do gênero Alouatta.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Wagner_Ferreira_dos_Santos_20250907_130258.json,2025-09-22T14:43:34.444395
77,Max Cardoso Langer,"Universidade de São Paulo, campus de Ribeirão Preto",Professor Titular,"Triássico, Dinosauria, Filogenia, Chelonii, Rhynchosauria, Crocodyliformes e Bioestratigrafia.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Max_Cardoso_Langer_20250907_130258.json,2025-09-22T14:43:33.439365
78,Benedito dos Santos Lima Neto,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Doutor,"Química de coordenação, catálise homogênea, metátese de olefinas, polímeros híbridos, redes metalo-orgânicas (MOFs).",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Benedito_dos_Santos_Lima_Neto_20250907_130258.json,2025-09-22T14:43:30.423643
79,Resumo das Linhas de Pesquisa,,,,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,CLIENTE INADEQUADO,Cliente inadequado: sem uso de proteínas recombinantes e área não correlata à biotecnologia,,FAPESP_Resumo_das_Linhas_de_Pesquisa_20250907_130258.json,2025-09-22T14:43:32.434289
80,Antonio Carlos Roveda Júnior,Universidade de São Paulo (USP). Instituto de Química de São Carlos (IQSC),Professor,"Química Inorgânica, com ênfase em ativação de pequenas moléculas; Química Inorgânica e Eletroquímica, com ênfase na reatividade de pequenas moléculas, como óxido nítrico (NO), oxigênio molecular (O2) e dióxido de carbono (CO2); Desenvolvimento de materiais à base de amido, focando na aplicação de fi",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Antonio_Carlos_Roveda_Júnior_20250907_130258.json,2025-09-22T14:43:31.429754
81,Albérico Borges Ferreira da Silva,"Universidade de São Paulo (USP), Instituto de Química de São Carlos (IQSC)",Professor Titular,"Química Quântica, Química Medicinal.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Albérico_Borges_Ferreira_da_Silva_20250907_130258.json,2025-09-22T14:43:30.425130
82,Tomas Ferreira Domingues,"Universidade de São Paulo (USP). Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP)",,"Ecologia, ecofisiologia vegetal; funcionamento de ecossistemas tropicais, produtividade primária e ciclos biogeoquímicos; controle exercido pela vegetação sobre os ciclos de carbono, nitrogênio e água.",0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,BAIXA,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CLIENTE BAIXA PRIORIDADE,"Cliente baixa prioridade: pontuação média 0.0, poucas categorias relevantes",,FAPESP_Tomas_Ferreira_Domingues_20250907_130258.json,2025-09-22T14:43:28.414169
